tema,articulo,contenido
de una vez a un(a) elector(a) en el padrón electoral, lo excluya, lo 
traslade injustificadamente o agregue a alguien que no deba ser 
incluido. 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
123"
código electoral costa rica,ARTÍCULO 279.-,"Delito contra la libre determinación del 
votante 
 
Se impondrá pena de prisión de dos a doce meses a quien, por medio de 
dádivas, promesas de dádivas violencia y/o amenazas, trate de inducir o 
induzca a una persona a adherirse a una candidatura, a votar en 
determinado sentido o a abstenerse de hacerlo. 
 
La pena será de dos a seis años de prisión, para quienes realicen las 
conductas indicadas en el párrafo anterior, bajo las siguientes 
circunstancias agravantes: 
 
a) 
Estas 
conductas 
sean 
cometidas 
por 
funcionarios(as) 
públicos que actúan en el ejercicio de su cargo o con ocasión de 
este y se ofrezcan o entreguen bonos de vivienda, becas, 
pensiones o cualquier otro tipo de beneficio, ayuda social o 
dádiva financiados con fondos públicos para inducir a una persona 
a votar en determinado sentido, a adherirse a una candidatura o 
a abstenerse de hacerlo. 
 
b) 
Se realicen actos de coacción, violencia, amenazas o se 
tomen 
represalias 
en 
perjuicio 
de 
trabajadores(as) 
asalariados(as) por parte de sus patronos o sus representantes 
para inducir a una persona a votar en determinado sentido, a 
adherirse a una candidatura o a abstenerse de hacerlo. 
 
Será reprimido con prisión de dos a seis años, a quien denuncie o acuse 
falsamente 
como 
autor 
o 
partícipe 
del 
delito 
contra 
la 
libre 
determinación del votante, a una persona que se sabe inocente o simule 
contra ella la existencia de pruebas."
código electoral costa rica,ARTÍCULO 280.-,"Delito de falsedad en la hoja de adhesión de 
un partido 
 
Se impondrá pena de prisión de dos a doce meses a quien, suplantando 
a otra persona, firme una hoja de adhesión con el propósito de inscribir 
un partido político o a quien induzca a hacerlo."
código electoral costa rica,ARTÍCULO 281.-,"Delito de alteración de publicaciones 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
124 
 
Se impondrá pena de prisión de dos a doce meses, al director o 
funcionario de la Imprenta Nacional que no lleve a cabo las 
publicaciones en la forma y el tiempo que este Código exige, o a los 
funcionarios que modifique publicaciones originales."
código electoral costa rica,ARTÍCULO 282.-,"Suspensión de derechos políticos 
 
A los responsables de los delitos electorales con pena de prisión igual o 
superior a tres años, se les impondrá, además de la pena principal, la 
accesoria de suspensión de los derechos políticos por el mismo plazo de 
la pena principal."
código electoral costa rica,ARTÍCULO 283.-,"Inhabilitación para ejercer cargos públicos 
 
Si el autor del delito tipificado en este capítulo es un(a) funcionario(a) 
público y el delito se comete con ocasión del ejercicio de su cargo o 
valiéndose de su condición, acarreará la destitución del cargo y se le 
impondrá, además, la pena de inhabilitación para ejercer cargos públicos 
por un período de dos a ocho años."
código electoral costa rica,ARTÍCULO 284.-,"Desobediencia 
 
La desobediencia o el incumplimiento, total o parcial, de las 
resoluciones, las órdenes o los acuerdos que los contengan y que, con 
fundamento en sus atribuciones constitucionales y legales, emita el TSE 
en materia electoral, constituye el delito de desobediencia previsto en el 
Código Penal, sin perjuicio de las medidas que se tomen para hacerlos 
cumplir."
código electoral costa rica,ARTÍCULO 285.-,"Tribunales competentes 
 
Las autoridades competentes para conocer de los delitos señalados en 
los artículos anteriores, serán los tribunales penales respectivos. 
 
 
CAPÍTULO II 
FALTAS ELECTORALES 
 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
125"
código electoral costa rica,ARTÍCULO 286.-,"Multas sobre publicación extemporánea de 
propaganda y encuestas 
 
Se impondrá multa de dos a diez salarios base: 
 
a) Al director(a) o el encargado(a) del medio de comunicación 
que, durante los tres días inmediatos anteriores a las elecciones o 
el propio día en que estas se celebren, por acción u omisión 
permita la difusión o la publicación, total o parcial, por cualquier 
medio o de cualquier manera, de los resultados de sondeos o 
encuestas de opinión relativas a los procesos eleccionarios. 
 
b) Al director(a) o el encargado(a) del medio de comunicación 
que autorice la difusión o la publicación, total o parcial, por 
cualquier medio o de cualquier manera, de los resultados de 
sondeos 
o 
encuestas 
de 
opinión 
relativas 
a 
procesos 
eleccionarios; realizados por personas físicas o jurídicas no 
inscritas en el TSE. 
 
c) 
Al director(a) o el encargado(a) del medio de comunicación 
que autorice la difusión o la publicación, total o parcial, por 
cualquier medio o de cualquier manera, de propaganda electoral 
durante los tres días inmediatos anteriores a las elecciones, el 
propio día en que estas se celebren, en el período del dieciséis de 
diciembre y el primero de enero, ambos días inclusive, 
inmediatamente anteriores a las elecciones o el jueves y viernes 
santo,  cuando se trate de elecciones internas de los partidos 
políticos."
código electoral costa rica,ARTÍCULO 287.-,"Multas relativas al control de contribución 
privada 
 
Se impondrá multa de dos a diez salarios base: 
 
a) Al partido que infrinja lo establecido en el artículo 88 de este 
Código. 
 
b) Al partido político que infrinja lo establecido en el artículo 
122 de este Código. 
 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
126 
c) 
Al 
encargado 
de 
finanzas 
de 
las precandidaturas o 
candidaturas oficializadas que incumpla lo establecido en el 
artículo 127 de este Código. 
 
d) Al banco que administre la cuenta bancaria única del partido 
político que incumpla las obligaciones contenidas en el artículo 
122 de este Código."
código electoral costa rica,ARTÍCULO 288.-,"Multas por el recibo de contribuciones 
irregulares 
 
Se impondrá multa equivalente al doble del monto recibido por una 
contribución irregular: 
 
a) Al partido político que reciba contribuciones infringiendo el 
artículo 123 de este Código. 
 
b) Al partido político que reciba contribuciones, donaciones o 
cualquier otro tipo de aporte en contravención del artículo 129 de 
este Código. 
 
c) 
Al partido político que reciba contribuciones en contravención 
del artículo 128 de este Código. 
 
Nota: En voto de la Sala Constitucional n.° 008678-2019 doce horas y quince minutos 
del quince de mayo de dos mil diecinueve, en el cual se resolvió sobre acción de 
inconstitucionalidad contra el artículo 288 del Código Electoral y actuaciones e 
interpretaciones jurídicas que sirvieron de sustento a la resolución número 0044-
DGRE-2016 de las 9:10 horas del 30 de mayo de 2016, emitida por la Dirección 
General de Registro Electoral y Financiamiento de Partidos Políticos del Tribunal 
Supremo de Elecciones, se dictó lo siguiente: 
“Se declara sin lugar la acción interpuesta contra el artículo 288 del Código Electoral, 
por estimarse que dicha norma es constitucional, siempre y cuando su interpretación y 
aplicación se realice con estricto apego a los principios de razonabilidad y 
proporcionalidad, de manera que no se origine una inconstitucionalidad por sus efectos 
al momento de su aplicación al caso concreto, según lo indicado en esta sentencia. Se 
rechaza de plano la acción en relación con la resolución número 0044-DGRE-2016 de 
las 9:10 horas del 30 de mayo de 2016, emitida por la Dirección General de Registro 
Electoral y Financiamiento de Partidos Políticos del Tribunal Supremo de Elecciones.”."
código electoral costa rica,ARTÍCULO 289.,"Multas por la difusión ilegal de propaganda y 
resultados de encuestas de opinión 
 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
127 
Se impondrá multa de diez a cincuenta salarios base: 
 
a) A las personas físicas o jurídicas públicas o privadas que 
incumplan lo establecido en los artículos 136, 138 y 140 de este 
Código, siempre y cuando la conducta no esté sancionada como 
delito en este mismo Código. 
 
b) Al partido político o a la persona física o jurídica que contrate 
propaganda electoral en medios de comunicación para ser 
publicada durante la veda publicitaria."
código electoral costa rica,ARTÍCULO 290.,"Multas relativas al funcionamiento de las juntas 
electorales 
 
Se impondrá multa de dos a diez salarios base: 
 
a) Al miembro de una junta electoral que se presente armado o 
en estado de ebriedad o bajo el efecto de drogas ilícitas al local 
donde funciona el organismo electoral, o a quien sea remiso a 
cumplir el cargo asignado, sin perjuicio de las responsabilidades 
establecidas en la Ley de armas y explosivos, Ley N.º 7530, de 
10 de julio de 1995, y sus reformas. 
 
b) Al miembro de junta electoral que, de manera injustificada, 
no asista a sus sesiones. 
 
c) 
A quien durante el día de las elecciones enajene, en 
cualquier forma, su cédula de identidad y a quien, sin 
justificación, tenga en su poder la de otras personas. 
 
d) A quien ilegítimamente permanezca en el local electoral. 
 
e) 
A quien durante el día de las elecciones obstaculice en 
cualquier forma el acceso a los locales de votación a las personas 
con discapacidad, a los adultos mayores y a las personas con 
movilidad reducida."
código electoral costa rica,ARTÍCULO 291.-,"Multas 
por 
prácticas 
indebidas 
de 
proselitismo electoral 
 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
128 
Se impondrá multa de dos a cinco salarios base: 
 
a) A quien, habiendo sido autorizado por el Tribunal para 
colocar propaganda en lugares específicos con ocasión de una 
actividad, no la retire inmediatamente finalizada dicha actividad. 
b) A quien desobedezca las normas vigentes sobre reuniones, 
mitines y desfiles, o las disposiciones de los delegados del TSE."
código electoral costa rica,ARTÍCULO 292.-,"Multas 
al 
patrono 
que 
obstaculice 
el 
ejercicio del sufragio a sus trabajadores(as) 
 
Se impondrá multa de dos a cinco salarios base al patrono que, 
incumpliendo la obligación establecida en el inciso j) del artículo 69 del 
Código de Trabajo, impida a sus trabajadores(as) o empleados(as) 
ausentarse de su trabajo el día de las elecciones durante el tiempo 
prudencial para emitir el voto, o que en virtud de ello les aplique alguna 
sanción o les reduzca el salario."
código electoral costa rica,ARTÍCULO 293.-,"Multas por el incumplimiento de deberes del 
funcionario público 
 
Se impondrá multa de dos a cinco salarios base, al funcionario público 
que se niegue injustificadamente a rendir informes y dar atestados, o 
extender certificados o comprobantes, o atrase, sin motivo alguno, la 
entrega de esos documentos que requieran particulares o funcionarios 
públicos con fines electorales."
código electoral costa rica,ARTÍCULO 294.-,"Multas 
por 
la 
tenencia 
indebida 
de 
documentación electoral 
 
Se impondrá multa de diez a veinte salarios base: 
 
a) A quien, sin justa causa, durante la campaña tenga en su 
poder papeletas electorales oficiales o, en cualquier momento, 
tenga en su poder una papeleta falsa. 
 
b) A quien infrinja las obligaciones establecidas en los artículos 
184 y 185 de este Código."
código electoral costa rica,ARTÍCULO 295.-,"Salario base 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
129 
 
Para la aplicación de las multas se entenderá como salario base el 
establecido en la Ley N.° 7337, de 5 de mayo de 1993, y sus reformas."
código electoral costa rica,ARTÍCULO 296.-,"Aplicación de multas 
 
El TSE será el encargado de aplicar las multas por las faltas electorales 
reguladas en este Código, por medio de la Dirección de Financiamiento 
de Partidos Políticos, cuyas decisiones serán revisables ante el Tribunal."
código electoral costa rica,ARTÍCULO 297.-,"Procedimiento administrativo para aplicar la 
multa 
 
La determinación del hecho generador de la multa implicará la 
realización de un procedimiento administrativo ordinario a cargo de la 
Inspección Electoral, en el que se garantizará el debido proceso del 
presunto infractor."
código electoral costa rica,ARTÍCULO 298.-,"Obligación de los bancos 
 
En caso de que se realice una contribución en contradicción con lo 
establecido en este Código, por medio de depósito o transferencia 
bancaria, el banco que reciba la contribución deberá congelar, de 
inmediato, los fondos e informar al TSE, el cual, de proceder, dispondrá 
la aplicación de multa y el depósito del dinero retenido por la entidad 
bancaria a favor de la cuenta única a nombre del TSE."
código electoral costa rica,ARTÍCULO 299.-,"Responsabilidad 
solidaria 
del 
partido 
político 
 
Cuando se imponga pena de multa a algún miembro de un órgano 
partidario, por conducta en el ejercicio de su cargo en el partido, ello 
acarreará responsabilidad civil solidaria de la respectiva agrupación 
política."
código electoral costa rica,ARTÍCULO 300.-,"Posibilidad de retención de contribución 
estatal 
 
Cuando un partido político con derecho a la contribución estatal deba 
responder por las multas establecidas en este capítulo, el Tribunal podrá 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
130 
ordenar la retención hasta de un cinco por ciento (5%) del monto 
reconocido, mientras no se cancele la multa."
código electoral costa rica,ARTÍCULO 301.-,"Destino 
del 
dinero 
proveniente 
de 
las 
multas 
 
El dinero proveniente de las multas que se ejecuten se depositarán en la 
cuenta de caja única del TSE."
código electoral costa rica,ARTÍCULO 302.-,"Multas relativas al uso de propaganda en 
lugares públicos 
 
Se impondrá multa de uno a cinco salarios base, a quien lance o coloque 
propaganda electoral en las vías o lugares públicos, así como en el 
mobiliario urbano. 
 
TÍTULO VII 
DISPOSICIONES FINALES"
código electoral costa rica,ARTÍCULO 303.-,"Ejecución presupuestaria 
 
El TSE ejecutará su presupuesto con plena autonomía respecto de los 
trámites y procedimientos establecidos para el Poder Ejecutivo en 
materia de ejecución presupuestaria y manejo de fondos.  Para tal 
efecto, la Tesorería Nacional le girará en efectivo, por bimestres 
adelantados, los recursos correspondientes que se le asignan en el 
presupuesto nacional de la República."
código electoral costa rica,ARTÍCULO 304.-,"Trámite de licitaciones para adquirir materiales 
electorales  
 
Durante el año anterior al día en que deba tener lugar una elección, las 
oficinas de gestión presupuestaria deberán tramitar, en el término 
máximo de cinco días naturales, las solicitudes de mercancías y reservas 
de crédito que formule el Tribunal Supremo de Elecciones (TSE), sin 
entrar a calificar la conveniencia u oportunidad del gasto.  
 
A juicio del Tribunal, durante este período, las adquisiciones de bienes y 
servicios que sean necesarios para cumplir con la organización del 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
131 
proceso electoral podrán hacerse mediante licitación reducida prevista 
en la Ley General de Contratación Pública, cualquiera que sea su monto. 
Contra la adjudicación que se llegue a acordar no se admitirá recurso 
alguno; lo anterior sin perjuicio de acudir al procedimiento de urgencia 
previsto en esta ley.  
 
Las papeletas que se requieran para los distintos procesos electorales a 
cargo del TSE se imprimirán en la Imprenta Nacional. Sin embargo, de 
ser necesario, el Tribunal podrá realizar dicha impresión en imprentas 
privadas, prescindiendo del sistema de licitación exigido por la Ley 
General de Contratación Pública. En virtud de lo anterior, durante el 
tiempo que demoren tales impresiones, la Imprenta Nacional quedará a 
las órdenes del Tribunal.  
 
Dentro de ese mismo período, cuando se trate de productos 
publicitarios, el Tribunal podrá contratarlos por licitación reducida, 
independientemente del monto. El acto final no tendrá recurso alguno. 
La contratación de pautas en medios de comunicación estará exceptuada 
de los procedimientos ordinarios, conforme a la Ley General de 
Contratación Pública. 
 
Reformado el artículo 304 por Ley n.° 9986 Ley de Contratación Pública, con rige 18 
meses después de su publicación (1 de diciembre de 2022); publicada en el Alcance 
109 a La Gaceta n.° 103 del 31 de mayo de 2021."
código electoral costa rica,ARTÍCULO 305.-,"Publicaciones 
 
Las publicaciones que este Código ordena se harán siempre en La 
Gaceta, en forma gratuita."
código electoral costa rica,ARTÍCULO 306.-,"Franquicia durante el período eleccionario 
 
Los organismos electorales gozan, durante el período de la campaña 
electoral, de franquicia en todos los servicios que presten los entes y las 
empresas públicos encargados de las comunicaciones y el servicio 
postal.  Durante el día de las elecciones, los particulares gozarán de 
franquicia en esos servicios, para quejarse de cualquier irregularidad 
ante las autoridades administrativas, judiciales y electorales. 
 
 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
132"
código electoral costa rica,ARTÍCULO 307.-,"Obligación 
de 
las 
oficinas 
públicas 
de 
suministrar informes 
 
Las oficinas públicas están obligadas a suministrar, a los organismos 
electorales, todo dato o informe que estos pidan en relación con las 
funciones que les son propias."
código electoral costa rica,ARTÍCULO 308.-,"Elección 
en 
período 
de 
suspensión 
de 
garantías 
 
Si una elección ha de verificarse en período de suspensión de garantías, 
el decreto que las suspenda no surtirá efecto alguno durante el día de 
las elecciones, en los aspectos que tengan relación con el proceso 
electoral, el cual ha de llevarse a cabo en un ambiente de libertad y 
garantía ciudadana irrestricta."
código electoral costa rica,ARTÍCULO 309.-,"Instituto 
de 
Formación 
y 
Estudios 
en 
Democracia 
 
El TSE contará con el Instituto de Formación y Estudios en Democracia, 
dedicado a formular programas de capacitación dirigidos a la ciudadanía y 
a los partidos políticos, tendientes a promover los valores democráticos y 
la participación cívica, atendiendo  criterios de regionalización. 
 
El Instituto tendrá las siguientes funciones: 
 
a) 
Generar y ejecutar programas de formación para promover 
una ciudadanía activa, para lo cual se prestará especial atención 
a los sectores con mayores dificultades para participar en la 
política por motivos regionales, socioeconómicos o culturales. 
 
b) Organizar talleres de formación y capacitación en todo el 
país, en particular en las zonas rurales, dirigidos a informar a la 
población respecto del ejercicio de los derechos político-
electorales, a efecto de promover la participación de estas 
poblaciones en la política local, provincial y nacional. 
 
c) 
Ofrecer capacitación a los partidos políticos sobre temas de 
administración 
electoral, 
justicia 
electoral, 
democracia 
y 
organización interna. 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
133 
 
d) Prestar colaboración a los partidos políticos en temas de 
formación 
ciudadana, 
promoviendo 
cursos 
virtuales 
o 
autoformativos en materia electoral. 
 
e) 
Colaborar con el Ministerio de Educación Pública (MEP), en la 
formulación de programas de educación cívica dirigidos a la 
población estudiantil, a fin de fortalecer los valores cívicos y 
democráticos de la ciudadanía. 
 
f) 
Proveer información a la ciudadanía sobre el sistema 
democrático y el rol de los funcionarios públicos de elección 
popular. 
 
g) Ofrecer capacitación a los funcionarios electos en temas 
electorales y coordinar con otras instituciones públicas para 
impartir cursos relativos al ejercicio de la función pública. 
 
h) Fomentar el desarrollo de investigaciones y publicaciones 
sobre temas relacionados con democracia y elecciones. 
 
i) 
Administrar un centro de documentación especializado en 
democracia y elecciones, accesible a la ciudadanía y con 
aplicación de técnicas informáticas. 
 
j) 
Cualquier otra función que el Tribunal le asigne. 
 
El Instituto funcionará con cargo al presupuesto del TSE, sin perjuicio de 
que el Tribunal pueda recibir donaciones nacionales e internacionales 
para el cumplimiento de los fines del Instituto y suscribir convenios de 
cooperación con instituciones u organizaciones vinculadas a la educación 
y la formación cívica, sin que nada de ello pueda comprometer, de 
manera alguna, la neutralidad y la independencia de los organismos 
electorales.  El Tribunal queda facultado para depositar las donaciones en 
fideicomisos que se establecerán en bancos comerciales del Estado. 
 
En ningún caso, el Instituto podrá promover una ideología o programa 
político particular."
código electoral costa rica,ARTÍCULO 310.-,"Modificaciones de otras leyes 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
134 
 
Modifícanse las siguientes disposiciones: 
 
a) El artículo 14 del Código Municipal.  El texto dirá: 
 
"""
código electoral costa rica,Artículo 14.-,"Denomínase alcalde municipal al funcionario ejecutivo 
indicado en el artículo 169 de la Constitución Política. 
 
Existirán dos vicealcaldes municipales: un(a) vicealcalde 
primero y un(a) vicealcalde segundo.  El (la) vicealcalde 
primero realizará las funciones administrativas y operativas 
que el alcalde titular le asigne; además, sustituirá, de pleno 
derecho, al alcalde municipal en sus ausencias temporales y 
definitivas, con las mismas responsabilidades y competencias 
de este durante el plazo de la sustitución. 
 
En los casos en que el o la vicealcalde primero no pueda 
sustituir 
al 
alcalde, 
en 
sus 
ausencias 
temporales 
y 
definitivas, el o la vicealcalde segundo sustituirá al alcalde, 
de pleno derecho, con las mismas responsabilidades y 
competencias de este durante el plazo de la sustitución. 
 
En los concejos municipales de distrito, el funcionario 
ejecutivo indicado en el artículo 7 de la Ley N.° 8173, es el 
intendente distrital quien tendrá las mismas facultades que 
el alcalde municipal. Además, existirá un(a) viceintendente 
distrital, quien realizará las funciones administrativas y 
operativas que le asigne el o la intendente titular; también 
sustituirá, de pleno derecho, al intendente distrital en sus 
ausencias 
temporales 
y 
definitivas, 
con 
las 
mismas 
responsabilidades y competencias de este durante el plazo 
de la sustitución. 
 
Todos los cargos de elección popular a nivel municipal que 
contemple 
el 
ordenamiento 
jurídico 
serán 
elegidos 
popularmente, por medio de elecciones generales que se 
realizarán el primer domingo de febrero, dos años después 
de las elecciones nacionales en que se elija a las personas 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
135 
que ocuparán la Presidencia y las Vicepresidencias de la 
República y a quienes integrarán la Asamblea Legislativa.  
Tomarán posesión de sus cargos el día 1º de mayo del 
mismo año de su elección, por un período de cuatro años, y 
podrán ser reelegidos.” 
 
b) El artículo 32 de la Ley N.° 8492, Regulación del 
referéndum, de 9 de marzo de 2006.  El texto dirá: 
 
"""
código electoral costa rica,Artículo 32.-,"Delitos y faltas electorales en el 
ámbito del referéndum 
 
A quien cometa las conductas tipificadas en los capítulos I y 
II del título VI del Código Electoral, durante la realización de 
consultas populares bajo la modalidad de referéndum o con 
ocasión de estas, se le impondrán las penas establecidas en 
estas normas para dichas infracciones."" 
c) 
Se reforma, el primer párrafo del artículo 3 de la Ley N.º 
7633, Regulación de horarios de funcionamiento en expendios de 
bebidas alcohólicas.  El texto dirá: 
 
"""
código electoral costa rica,Artículo 3.-,"Cierre de negocios 
 
Los expendios de bebidas alcohólicas deberán permanecer 
cerrados los jueves y los viernes santos. 
 
[...]” 
 
d) Se derogan los artículos comprendidos en los capítulos I, II, 
III, y XIII del título I de la Ley orgánica del TSE y del Registro 
Civil, Ley N.º 3504, de 10 de mayo de 1965. 
 
e) 
Se deroga la Ley N.º 1536, Código Electoral, de 10 de 
diciembre de 1952, y sus reformas."
código electoral costa rica,TRANSITORIO I.-,"Distribución del aporte estatal 
 
Para las elecciones del año 2010, para cubrir los gastos de la campaña 
para elegir presidente, vicepresidentes y diputados(as) y los gastos 
destinados 
a 
sus 
actividades 
permanentes 
de 
capacitación 
y 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
136 
organización política, de conformidad con el artículo 96 de la 
Constitución Política, los partidos políticos tendrán derecho a recibir una 
contribución estatal equivalente a un cero coma once por ciento (0,11%) 
del PIB."
código electoral costa rica,TRANSITORIO II.-,"La obligación para que en las estructuras partidarias se cumplan los 
principios de paridad y alternancia de género, se exigirá para el proceso 
de renovación de las estructuras posterior a las elecciones nacionales del 
año 2010.  Antes de esa fecha los partidos políticos observarán, como 
mínimo, la regla del cuarenta por ciento (40%) de participación 
femenina."
código electoral costa rica,TRANSITORIO III.-,"En las elecciones municipales de 2010, se entenderá que los cuarenta y 
cinco días para presentar las liquidaciones de gastos generados por la 
participación en los procesos electorales municipales, corren a partir de 
la 
declaratoria 
de elección de los(as) síndicos(as) 
y concejos 
municipales."
código electoral costa rica,TRANSITORIO IV.-,"La liquidación establecida en este Código, que deberán presentar los 
partidos con derecho a la contribución estatal, de conformidad con el 
artículo 96 de la Constitución Política, correspondiente a la campaña 
política 2006-2010, incluirá un apartado con la liquidación de los gastos 
de capacitación y organización política que hayan efectuado con 
posterioridad al día inmediato siguiente a aquel en que entregaron al 
TSE la liquidación final de la campaña anterior y hasta la fecha de 
convocatoria a las elecciones para presidente y vicepresidentes que se 
celebrarán en el año 2010."
código electoral costa rica,TRANSITORIO V.-,"A los(as) miembros de las juntas y las directivas o los directivos y 
los(as) subgerentes de instituciones autónomas nombrados en sus 
cargos en el momento de la promulgación de este Código, a los que no 
les cubra la prohibición para empleados y funcionarios de participar en 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
137 
las actividades de los partidos políticos, asistir a clubes ni reuniones de 
carácter político, utilizar la autoridad o influencia de sus cargos en 
beneficio de los partidos políticos, colocar divisas en sus viviendas o 
vehículos, ni hacer ostentación partidista de cualquier otro género, no 
les será aplicable la prohibición contenida en el artículo 146 de este 
Código."
código electoral costa rica,TRANSITORIO VI.-,"Las normas relativas a la organización interna del TSE entrarán a regir a 
partir de que este cuente con el presupuesto necesario."
código electoral costa rica,TRANSITORIO VII.-,"El Ministerio de Hacienda deberá depositar el dinero correspondiente al 
financiamiento anticipado en una cuenta única de la Tesorería Nacional, 
en efectivo, a partir de la publicación de este Código, a efecto de que 
resulte aplicable el financiamiento anticipado para las elecciones 
nacionales del 2010."
código electoral costa rica,TRANSITORIO VIII.-,"El voto en el extranjero no regirá para las elecciones nacionales del 
2010."
código electoral costa rica,TRANSITORIO IX.-,"Los procesos pendientes en la jurisdicción electoral, iniciados antes de la 
vigencia de este Código, se concluirán conforme a las disposiciones que 
se encontraban vigentes al presentar la gestión que dio inicio al proceso 
o al momento de dictar la resolución que dio curso."
código electoral costa rica,TRANSITORIO X.-,"Monto del aporte estatal 
 
Para las elecciones nacionales del año 2014 y las municipales del 2016, 
para cubrir los gastos de las campañas para elegir presidente, 
vicepresidentes, diputados y la totalidad de cargos municipales, así 
como los gastos destinados a sus actividades permanentes de 
capacitación y organización política, de conformidad con el artículo 96 de 
la Constitución Política, los partidos políticos tendrán derecho a recibir 
Tribunal Supremo de Elecciones 
Normativa 
www.tse.go.cr 
___________________________________________________________________ 
 
 
___________________________________________________________________ 
CÓDIGO ELECTORAL 
 
 
138 
una contribución estatal equivalente a un cero coma once por ciento 
(0,11%) del PIB. 
 
Nota: adicionado este artículo Transitorio X por el artículo único de la ley n.° 9168 
“Modificación del Código Electoral, Ley n.° 8765, para agregarle un transitorio que 
modifique el monto del aporte estatal para las Elecciones Nacionales del 2014 y las 
Municipales del 2016”, con rige a partir de su publicación; publicada en La Gaceta n.° 
188 de 1 de octubre de 2013."
